gower_configuration,numerical_block_weight,binary_block_weight,sigma_reference_median,sigma_multiplier,sigma,k,gower_silhouette,spectral_silhouette,eigengap,valid_cluster_sizes,minimum_required_cluster_size,minimum_cluster_size,maximum_cluster_size,cluster_sizes
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,1.0,0.4916748106479645,3,0.14509619348208935,0.7212371357204158,0.011999136615133882,True,188,1056,1428,"[1267, 1056, 1428]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,1.0,0.4916748106479645,4,0.1325787571616951,0.7403028843615178,0.00730906422781397,True,188,690,1267,"[738, 1267, 1056, 690]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,1.0,0.4916748106479645,5,0.14322624168786444,0.6187896854588038,0.007672609620233049,True,188,494,1075,"[516, 1056, 610, 1075, 494]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,1.0,0.4916748106479645,6,0.11511796169776971,0.4522908926142702,0.003216490876753143,True,188,489,1055,"[1055, 519, 489, 611, 584, 493]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,1.0,0.4916748106479645,7,0.11300716038214298,0.3821421739759416,0.0023079205071058553,True,188,391,730,"[600, 730, 391, 562, 506, 468, 494]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,1.0,0.4916748106479645,8,0.11796932910013941,0.37147317516688455,0.000912571186981518,True,188,367,591,"[553, 449, 387, 494, 591, 372, 538, 367]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,1.0,0.4916748106479645,9,0.10580109883339939,0.3335265905733412,0.001110916673456799,True,188,329,580,"[580, 388, 364, 388, 329, 355, 439, 548, 360]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,1.0,0.4916748106479645,10,0.1098437387255556,0.33294197911714307,0.0005755354565496161,False,188,151,589,"[481, 589, 383, 437, 151, 357, 325, 298, 365, 365]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,2.0,0.983349621295929,2,0.14228048320561626,0.8114784688487882,0.009739426369447406,True,188,1430,2321,"[1430, 2321]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,2.0,0.983349621295929,3,0.14509619348208935,0.7311278473051918,0.00330255754429396,True,188,1056,1428,"[1267, 1056, 1428]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,2.0,0.983349621295929,4,0.13117484726328021,0.7331146449555274,0.0012761373940874017,True,188,663,1267,"[1267, 1056, 663, 765]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,2.0,0.983349621295929,5,0.14299134535875674,0.601145978682436,0.0018659613002341442,True,188,493,1074,"[523, 493, 1050, 1074, 611]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,2.0,0.983349621295929,6,0.11617856948514296,0.4407552342682971,0.0008578513245652238,True,188,457,1055,"[614, 1055, 611, 493, 521, 457]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,2.0,0.983349621295929,7,0.11247959421760294,0.3729503593694517,0.0005100622291328897,True,188,415,723,"[472, 723, 415, 498, 494, 601, 548]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,2.0,0.983349621295929,8,0.11745681967052846,0.35914993975156273,0.00026063704163483423,True,188,355,592,"[447, 527, 494, 557, 399, 592, 380, 355]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,2.0,0.983349621295929,9,0.10387544898692433,0.318464803630109,0.00023667902185001794,True,188,335,561,"[354, 561, 494, 377, 395, 427, 468, 340, 335]"
quantile_weighted_alpha_0.5,0.5,0.5,0.4916748106479645,2.0,0.983349621295929,10,0.10649075006883617,0.29039159287696586,0.00015743394403840648,True,188,260,494,"[260, 441, 330, 463, 494, 389, 339, 292, 435, 308]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,0.5,0.2128371298313141,2,0.13461695732345766,0.8312521146256362,0.11686704488182673,True,188,1428,2323,"[1428, 2323]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,0.5,0.2128371298313141,3,0.13475563230040805,0.6246614740720298,0.03602005420119517,True,188,1063,1428,"[1063, 1428, 1260]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,0.5,0.2128371298313141,4,0.13252207516899658,0.76279583800917,0.039546614999042606,True,188,449,1267,"[1267, 1056, 979, 449]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,0.5,0.2128371298313141,5,0.13182806104893174,0.6408607273521203,0.03125866346253084,True,188,493,1078,"[1078, 1056, 610, 493, 514]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,0.5,0.2128371298313141,6,0.10798448948915201,0.4690768210680518,0.011762067461604686,True,188,441,1056,"[660, 1056, 558, 501, 441, 535]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,0.5,0.2128371298313141,7,0.11616913879369067,0.3954869134462828,0.010992213487971705,True,188,347,699,"[494, 555, 554, 699, 595, 347, 507]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,0.5,0.2128371298313141,8,0.11666073234410114,0.39803129419361044,0.0036368309779578056,True,188,384,600,"[578, 389, 391, 477, 384, 453, 600, 479]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,0.5,0.2128371298313141,9,0.114322903159372,0.3912295534787187,0.002392019120107905,False,188,128,610,"[610, 386, 414, 585, 382, 329, 474, 443, 128]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,0.5,0.2128371298313141,10,0.10689922537417477,0.3975498552287843,0.005912067480629071,False,188,131,662,"[234, 380, 329, 497, 464, 348, 324, 382, 662, 131]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,1.0,0.4256742596626282,2,0.13446231630782943,0.7884979912672506,0.03974097079570141,True,188,1435,2316,"[2316, 1435]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,1.0,0.4256742596626282,3,0.13441164684784562,0.6840167505087312,0.011070965468215482,True,188,1056,1417,"[1278, 1417, 1056]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,1.0,0.4256742596626282,4,0.12011253121367899,0.702681062174344,0.003790612526337833,True,188,666,1267,"[1056, 1267, 762, 666]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,1.0,0.4256742596626282,5,0.1310519498877727,0.5739106615073469,0.0075605099500614635,True,188,488,1080,"[1049, 1080, 618, 488, 516]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,1.0,0.4256742596626282,6,0.11194071694002265,0.4275959238150148,0.0043304003148909,True,188,411,1054,"[620, 666, 1054, 484, 516, 411]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,1.0,0.4256742596626282,7,0.11446740106318198,0.36465871652946136,0.002722272313791475,True,188,423,690,"[423, 571, 690, 486, 494, 485, 602]"
quantile_weighted_alpha_0.6,0.6,0.4,0.4256742596626282,1.0,0.4256742596626282,8,0.11036668360507695,0.3395452865342352,0.0008490233085361731,True,188,358,599,"[599, 537, 425, 547, 414, 494, 377, 358]"
