cluster_id,dimensionality,subspace,n_dense_units,n_points,point_fraction,activity_0_count,activity_1_count,activity_1_fraction
2967,2,"D12,D180",2,3221,0.8587043455078646,1427,1794,0.5569698851288419
10128,2,"D53,D360",2,3221,0.8587043455078646,1500,1721,0.5343061161130084
10615,2,"D55,D936",2,3221,0.8587043455078646,1514,1707,0.5299596398633964
14483,2,"D77,D936",2,3221,0.8587043455078646,1510,1711,0.5312014902204284
20528,2,"D131,D462",3,3221,0.8587043455078646,1501,1720,0.5339956535237503
23142,2,"D163,D741",2,3221,0.8587043455078646,1392,1829,0.5678360757528718
23491,2,"D166,D598",2,3221,0.8587043455078646,1531,1690,0.5246817758460105
28520,2,"D419,D596",2,3221,0.8587043455078646,1533,1688,0.5240608506674945
7125,2,"D35,D937",2,3220,0.8584377499333511,1492,1728,0.5366459627329192
13184,2,"D69,D937",2,3220,0.8584377499333511,1516,1704,0.529192546583851
13720,2,"D73,D685",2,3220,0.8584377499333511,1553,1667,0.5177018633540372
14259,2,"D76,D621",2,3220,0.8584377499333511,1453,1767,0.5487577639751553
20418,2,"D130,D685",3,3220,0.8584377499333511,1507,1713,0.5319875776397516
21299,2,"D143,D180",2,3220,0.8584377499333511,1408,1812,0.5627329192546584
21347,2,"D143,D419",2,3220,0.8584377499333511,1482,1738,0.5397515527950311
24144,2,"D180,D187",2,3220,0.8584377499333511,1452,1768,0.5490683229813664
29086,2,"D469,D806",3,3220,0.8584377499333511,1577,1643,0.510248447204969
2953,2,"D12,D157",2,3219,0.8581711543588376,1493,1726,0.5361913637775707
6974,2,"D35,D109",2,3219,0.8581711543588376,1439,1780,0.5529667598633116
10460,2,"D55,D109",2,3219,0.8581711543588376,1444,1775,0.5514134824479652
13035,2,"D69,D118",2,3219,0.8581711543588376,1454,1765,0.5483069276172724
18818,2,"D108,D685",2,3219,0.8581711543588376,1499,1720,0.534327430879155
23040,2,"D163,D166",2,3219,0.8581711543588376,1378,1841,0.5719167443305374
24250,2,"D180,D926",2,3219,0.8581711543588376,1429,1790,0.5560733146940043
30520,2,"D674,D843",2,3219,0.8581711543588376,1442,1777,0.5520347934141038
1192,2,"D4,D741",2,3218,0.8579045587843241,1456,1762,0.5475450590428838
7176,2,"D36,D90",3,3218,0.8579045587843241,1424,1794,0.5574891236793039
8205,2,"D43,D936",2,3218,0.8579045587843241,1540,1678,0.5214418893722809
12157,2,"D64,D504",3,3218,0.8579045587843241,1537,1681,0.5223741454319453
16825,2,"D93,D462",2,3218,0.8579045587843241,1504,1714,0.5326289620882536
17005,2,"D96,D610",3,3218,0.8579045587843241,1516,1702,0.528899937849596
20556,2,"D131,D662",3,3218,0.8579045587843241,1462,1756,0.545680546923555
20886,2,"D137,D164",3,3218,0.8579045587843241,1536,1682,0.5226848974518334
20921,2,"D137,D214",3,3218,0.8579045587843241,1536,1682,0.5226848974518334
29342,2,"D504,D937",2,3218,0.8579045587843241,1486,1732,0.5382224984462399
30082,2,"D621,D949",3,3218,0.8579045587843241,1460,1758,0.5463020509633313
7050,2,"D35,D228",2,3217,0.8576379632098107,1403,1814,0.5638793907367112
10556,2,"D55,D462",2,3217,0.8576379632098107,1496,1721,0.5349704693814112
14457,2,"D77,D685",2,3217,0.8576379632098107,1507,1710,0.5315511345974511
15563,2,"D86,D166",2,3217,0.8576379632098107,1419,1798,0.5589058128691328
23661,2,"D167,D936",2,3217,0.8576379632098107,1515,1702,0.5290643456636618
345,2,"D1,D107",5,3216,0.8573713676352972,1415,1801,0.5600124378109452
4883,2,"D22,D86",2,3216,0.8573713676352972,1429,1787,0.5556592039800995
10080,2,"D53,D164",2,3216,0.8573713676352972,1537,1679,0.5220771144278606
10116,2,"D53,D214",2,3216,0.8573713676352972,1537,1679,0.5220771144278606
10606,2,"D55,D841",2,3216,0.8573713676352972,1450,1766,0.5491293532338308
13183,2,"D69,D936",2,3216,0.8573713676352972,1528,1688,0.5248756218905473
16882,2,"D93,D934",2,3216,0.8573713676352972,1472,1744,0.5422885572139303
17026,2,"D96,D740",3,3216,0.8573713676352972,1515,1701,0.5289179104477612
18777,2,"D108,D419",2,3216,0.8573713676352972,1455,1761,0.5475746268656716
19412,2,"D118,D504",2,3216,0.8573713676352972,1432,1784,0.554726368159204
20444,2,"D130,D937",3,3216,0.8573713676352972,1473,1743,0.5419776119402985
20546,2,"D131,D611",3,3216,0.8573713676352972,1502,1714,0.5329601990049752
28981,2,"D462,D504",2,3216,0.8573713676352972,1494,1722,0.5354477611940298
5019,2,"D22,D623",3,3215,0.8571047720607838,1504,1711,0.5321928460342146
7400,2,"D37,D96",3,3215,0.8571047720607838,1471,1744,0.542457231726283
8001,2,"D43,D53",3,3215,0.8571047720607838,1527,1688,0.5250388802488336
12211,2,"D64,D936",2,3215,0.8571047720607838,1560,1655,0.5147744945567652
13125,2,"D69,D462",2,3215,0.8571047720607838,1509,1706,0.5306376360808709
16548,2,"D92,D93",3,3215,0.8571047720607838,1463,1752,0.5449455676516329
18834,2,"D108,D841",2,3215,0.8571047720607838,1442,1773,0.5514774494556766
23176,2,"D164,D187",2,3215,0.8571047720607838,1585,1630,0.5069984447900466
23327,2,"D165,D215",1,3215,0.8571047720607838,1472,1743,0.5421461897356143
24605,2,"D187,D214",2,3215,0.8571047720607838,1585,1630,0.5069984447900466
30008,2,"D611,D674",2,3215,0.8571047720607838,1531,1684,0.5237947122861586
458,2,"D1,D621",2,3214,0.8568381764862704,1440,1774,0.55196017423771
4934,2,"D22,D163",2,3214,0.8568381764862704,1385,1829,0.5690728064716863
11255,2,"D59,D93",2,3214,0.8568381764862704,1420,1794,0.5581829495955196
14240,2,"D76,D462",2,3214,0.8568381764862704,1495,1719,0.5348475420037336
16883,2,"D93,D936",2,3214,0.8568381764862704,1519,1695,0.5273802115743622
3080,2,"D12,D936",2,3213,0.8565715809117569,1509,1704,0.5303454715219421
12334,2,"D65,D228",2,3213,0.8565715809117569,1415,1798,0.5596016184251479
16311,2,"D90,D462",2,3213,0.8565715809117569,1480,1733,0.5393713040771865
18690,2,"D108,D109",2,3213,0.8565715809117569,1428,1785,0.5555555555555556
20404,2,"D130,D621",3,3213,0.8565715809117569,1438,1775,0.552443199502023
20547,2,"D131,D621",3,3213,0.8565715809117569,1462,1751,0.544973544973545
24635,2,"D187,D740",2,3213,0.8565715809117569,1548,1665,0.5182072829131653
27881,2,"D228,D806",2,3213,0.8565715809117569,1431,1782,0.5546218487394958
28541,2,"D419,D674",2,3213,0.8565715809117569,1502,1711,0.5325241207594149
29632,2,"D596,D621",2,3213,0.8565715809117569,1515,1698,0.5284780578898226
7115,2,"D35,D841",2,3212,0.8563049853372434,1444,1768,0.5504358655043586
10199,2,"D53,D934",2,3212,0.8563049853372434,1464,1748,0.5442092154420921
11861,2,"D63,D108",3,3212,0.8563049853372434,1413,1799,0.5600871731008717
12373,2,"D65,D626",2,3212,0.8563049853372434,1497,1715,0.5339352428393525
13070,2,"D69,D180",2,3212,0.8563049853372434,1418,1794,0.5585305105853051
13158,2,"D69,D685",2,3212,0.8563049853372434,1534,1678,0.5224159402241594
14367,2,"D77,D168",2,3212,0.8563049853372434,1433,1779,0.5538605230386052
16245,2,"D90,D157",2,3212,0.8563049853372434,1466,1746,0.5435865504358655
18793,2,"D108,D583",2,3212,0.8563049853372434,1415,1797,0.5594645080946451
20436,2,"D130,D843",3,3212,0.8563049853372434,1382,1830,0.5697384806973848
22471,2,"D157,D596",2,3212,0.8563049853372434,1534,1678,0.5224159402241594
24199,2,"D180,D504",2,3212,0.8563049853372434,1395,1817,0.5656911581569116
24612,2,"D187,D360",2,3212,0.8563049853372434,1549,1663,0.5177459526774595
27845,2,"D228,D596",2,3212,0.8563049853372434,1468,1744,0.5429638854296388
27896,2,"D228,D949",3,3212,0.8563049853372434,1416,1796,0.5591531755915318
4564,2,"D19,D685",3,3211,0.85603838976273,1501,1710,0.5325443786982249
7099,2,"D35,D685",2,3211,0.85603838976273,1510,1701,0.5297415135471816
12948,2,"D68,D608",3,3211,0.85603838976273,1501,1710,0.5325443786982249
13017,2,"D69,D93",3,3211,0.85603838976273,1491,1720,0.5356586733104952
13673,2,"D73,D361",2,3211,0.85603838976273,1526,1685,0.5247586421675491
20963,2,"D137,D610",3,3211,0.85603838976273,1518,1693,0.5272500778573653
21338,2,"D143,D228",2,3211,0.85603838976273,1416,1795,0.5590158829025226
23662,2,"D167,D937",2,3211,0.85603838976273,1501,1710,0.5325443786982249
29359,2,"D505,D621",2,3211,0.85603838976273,1446,1765,0.5496729990657117
30591,2,"D685,D949",3,3211,0.85603838976273,1523,1688,0.5256929305512301
432,2,"D1,D419",2,3210,0.8557717941882165,1454,1756,0.5470404984423676
5449,2,"D25,D118",3,3210,0.8557717941882165,1422,1788,0.5570093457943925
10590,2,"D55,D685",2,3210,0.8557717941882165,1514,1696,0.5283489096573208
13144,2,"D69,D621",2,3210,0.8557717941882165,1467,1743,0.5429906542056074
14298,2,"D76,D936",2,3210,0.8557717941882165,1521,1689,0.5261682242990654
18729,2,"D108,D180",2,3210,0.8557717941882165,1386,1824,0.5682242990654206
18844,2,"D108,D937",2,3210,0.8557717941882165,1480,1730,0.5389408099688473
21354,2,"D143,D462",2,3210,0.8557717941882165,1501,1709,0.532398753894081
24241,2,"D180,D806",2,3210,0.8557717941882165,1426,1784,0.5557632398753894
28069,2,"D361,D469",2,3210,0.8557717941882165,1560,1650,0.514018691588785
29057,2,"D469,D611",2,3210,0.8557717941882165,1564,1646,0.5127725856697819
30052,2,"D621,D674",2,3210,0.8557717941882165,1489,1721,0.5361370716510904
1086,2,"D4,D166",2,3209,0.855505198613703,1442,1767,0.5506388282954191
9076,2,"D48,D128",4,3209,0.855505198613703,1488,1721,0.5363041445933313
10125,2,"D53,D227",2,3209,0.855505198613703,1459,1750,0.5453412277968215
10174,2,"D53,D675",2,3209,0.855505198613703,1526,1683,0.5244624493611717
13738,2,"D73,D843",2,3209,0.855505198613703,1433,1776,0.5534434403240885
19418,2,"D118,D596",2,3209,0.855505198613703,1491,1718,0.5353692739171081
20515,2,"D131,D361",3,3209,0.855505198613703,1486,1723,0.5369273917108134
24641,2,"D187,D934",2,3209,0.855505198613703,1512,1697,0.5288251791835463
28564,2,"D419,D925",2,3209,0.855505198613703,1488,1721,0.5363041445933313
29641,2,"D596,D662",2,3209,0.855505198613703,1508,1701,0.5300716734185105
29646,2,"D596,D685",2,3209,0.855505198613703,1583,1626,0.5066999065129324
3079,2,"D12,D934",2,3208,0.8552386030391895,1472,1736,0.5411471321695761
4160,2,"D18,D69",5,3208,0.8552386030391895,1462,1746,0.5442643391521197
7154,2,"D36,D65",3,3208,0.8552386030391895,1427,1781,0.5551745635910225
10005,2,"D53,D59",2,3208,0.8552386030391895,1412,1796,0.559850374064838
10053,2,"D53,D119",2,3208,0.8552386030391895,1435,1773,0.5526807980049875
10575,2,"D55,D611",2,3208,0.8552386030391895,1502,1706,0.5317955112219451
12041,2,"D64,D90",3,3208,0.8552386030391895,1532,1676,0.5224438902743143
13112,2,"D69,D361",2,3208,0.8552386030391895,1507,1701,0.5302369077306733
14227,2,"D76,D361",2,3208,0.8552386030391895,1496,1712,0.5336658354114713
16035,2,"D89,D91",4,3208,0.8552386030391895,1435,1773,0.5526807980049875
16250,2,"D90,D163",2,3208,0.8552386030391895,1380,1828,0.5698254364089775
16862,2,"D93,D697",3,3208,0.8552386030391895,1459,1749,0.5451995012468828
19008,2,"D110,D119",1,3208,0.8552386030391895,1442,1766,0.550498753117207
30960,2,"D843,D949",3,3208,0.8552386030391895,1398,1810,0.564214463840399
7124,2,"D35,D936",2,3207,0.854972007464676,1504,1703,0.5310258808855628
10028,2,"D53,D86",2,3207,0.854972007464676,1416,1791,0.558465855940131
12343,2,"D65,D419",2,3207,0.854972007464676,1470,1737,0.5416276894293732
12841,2,"D68,D109",2,3207,0.854972007464676,1441,1766,0.5506704084814469
12876,2,"D68,D168",2,3207,0.854972007464676,1451,1756,0.5475522294979732
12952,2,"D68,D621",2,3207,0.854972007464676,1455,1752,0.5463049579045838
14241,2,"D76,D469",3,3207,0.854972007464676,1549,1658,0.5169940754599314
16857,2,"D93,D675",2,3207,0.854972007464676,1522,1685,0.5254131587153102
19331,2,"D118,D143",2,3207,0.854972007464676,1434,1773,0.5528531337698784
19462,2,"D118,D925",2,3207,0.854972007464676,1448,1759,0.5484876831930153
20434,2,"D130,D841",3,3207,0.854972007464676,1434,1773,0.5528531337698784
24633,2,"D187,D662",2,3207,0.854972007464676,1505,1702,0.5307140629872155
29664,2,"D596,D843",2,3207,0.854972007464676,1458,1749,0.5453695042095417
11313,2,"D59,D187",2,3206,0.8547054118901626,1468,1738,0.5421085464753587
12951,2,"D68,D611",2,3206,0.8547054118901626,1509,1697,0.5293200249532127
16766,2,"D93,D168",2,3206,0.8547054118901626,1441,1765,0.5505302557704305
18843,2,"D108,D936",2,3206,0.8547054118901626,1498,1708,0.5327510917030568
28690,2,"D449,D741",2,3206,0.8547054118901626,1389,1817,0.5667498440424205
30502,2,"D674,D685",2,3206,0.8547054118901626,1557,1649,0.5143480973175296
6523,2,"D32,D90",4,3205,0.8544388163156491,1433,1772,0.5528861154446177
10572,2,"D55,D608",3,3205,0.8544388163156491,1498,1707,0.5326053042121685
12966,2,"D68,D685",2,3205,0.8544388163156491,1514,1691,0.527613104524181
16579,2,"D92,D143",3,3205,0.8544388163156491,1434,1771,0.5525741029641186
17001,2,"D96,D598",3,3205,0.8544388163156491,1512,1693,0.5282371294851794
20282,2,"D129,D741",2,3205,0.8544388163156491,1367,1838,0.5734789391575663
21413,2,"D143,D937",2,3205,0.8544388163156491,1496,1709,0.5332293291731669
28556,2,"D419,D806",2,3205,0.8544388163156491,1492,1713,0.5344773790951638
30878,2,"D806,D841",2,3205,0.8544388163156491,1476,1729,0.5394695787831513
4841,2,"D22,D37",2,3204,0.8541722207411357,1477,1727,0.5390137328339576
5011,2,"D22,D598",2,3204,0.8541722207411357,1527,1677,0.5234082397003745
13143,2,"D69,D611",2,3204,0.8541722207411357,1511,1693,0.5284019975031211
14147,2,"D76,D109",2,3204,0.8541722207411357,1434,1770,0.552434456928839
14323,2,"D77,D102",5,3204,0.8541722207411357,1422,1782,0.5561797752808989
14473,2,"D77,D841",2,3204,0.8541722207411357,1431,1773,0.5533707865168539
16765,2,"D93,D167",3,3204,0.8541722207411357,1469,1735,0.5415106117353309
21405,2,"D143,D843",2,3204,0.8541722207411357,1400,1804,0.5630461922596754
24611,2,"D187,D336",2,3204,0.8541722207411357,1522,1682,0.5249687890137328
30083,2,"D621,D950",2,3204,0.8541722207411357,1437,1767,0.5514981273408239
30401,2,"D662,D674",2,3204,0.8541722207411357,1484,1720,0.5368289637952559
30773,2,"D740,D949",3,3204,0.8541722207411357,1510,1694,0.5287141073657927
977,2,"D4,D22",2,3203,0.8539056251666223,1442,1761,0.5497970652513269
4941,2,"D22,D175",2,3203,0.8539056251666223,1364,1839,0.5741492350921011
8380,2,"D44,D621",2,3203,0.8539056251666223,1464,1739,0.5429285045270059
10422,2,"D55,D66",3,3203,0.8539056251666223,1455,1748,0.5457383702778645
10543,2,"D55,D361",2,3203,0.8539056251666223,1488,1715,0.535435529191383
16255,2,"D90,D168",2,3203,0.8539056251666223,1428,1775,0.5541679675304402
16367,2,"D90,D927",3,3203,0.8539056251666223,1455,1748,0.5457383702778645
16811,2,"D93,D360",2,3203,0.8539056251666223,1494,1709,0.5335622853574774
19454,2,"D118,D806",2,3203,0.8539056251666223,1454,1749,0.5460505775835155
20335,2,"D130,D180",3,3203,0.8539056251666223,1379,1824,0.5694661255073369
27890,2,"D228,D926",2,3203,0.8539056251666223,1421,1782,0.5563534186699969
28510,2,"D419,D469",2,3203,0.8539056251666223,1533,1670,0.5213862004370903
890,2,"D3,D419",2,3202,0.8536390295921088,1515,1687,0.5268582136164897
7049,2,"D35,D227",2,3202,0.8536390295921088,1447,1755,0.5480949406620862
7084,2,"D35,D611",2,3202,0.8536390295921088,1495,1707,0.533104309806371
10079,2,"D53,D163",2,3202,0.8536390295921088,1370,1832,0.5721424109931293
10439,2,"D55,D86",2,3202,0.8536390295921088,1414,1788,0.5584009993753903
10905,2,"D57,D180",2,3202,0.8536390295921088,1416,1786,0.5577763897564022
12409,2,"D65,D937",2,3202,0.8536390295921088,1485,1717,0.5362273579013117
18891,2,"D109,D187",2,3202,0.8536390295921088,1488,1714,0.5352904434728295
28100,2,"D361,D674",2,3202,0.8536390295921088,1523,1679,0.5243597751405371
28565,2,"D419,D926",2,3202,0.8536390295921088,1481,1721,0.537476577139288
31020,2,"D937,D949",3,3202,0.8536390295921088,1489,1713,0.5349781386633354
4990,2,"D22,D418",2,3201,0.8533724340175953,1479,1722,0.5379568884723523
6957,2,"D35,D89",3,3201,0.8533724340175953,1418,1783,0.5570134333020931
7053,2,"D35,D361",2,3201,0.8533724340175953,1481,1720,0.5373320837238363
10159,2,"D53,D610",2,3201,0.8533724340175953,1515,1686,0.5267104029990628
10953,2,"D57,D419",2,3201,0.8533724340175953,1483,1718,0.5367072789753202
12295,2,"D65,D180",2,3201,0.8533724340175953,1393,1808,0.5648234926585443
12984,2,"D68,D843",2,3201,0.8533724340175953,1394,1807,0.5645110902842861
13706,2,"D73,D621",2,3201,0.8533724340175953,1479,1722,0.5379568884723523
16339,2,"D90,D662",2,3201,0.8533724340175953,1432,1769,0.5526398000624805
16853,2,"D93,D662",2,3201,0.8533724340175953,1455,1746,0.5454545454545454
16980,2,"D96,D418",3,3201,0.8533724340175953,1463,1738,0.5429553264604811
21885,2,"D151,D469",3,3201,0.8533724340175953,1554,1647,0.514526710402999
29662,2,"D596,D841",2,3201,0.8533724340175953,1506,1695,0.5295220243673852
3005,2,"D12,D228",2,3200,0.8531058384430819,1423,1777,0.5553125
9207,2,"D48,D806",3,3200,0.8531058384430819,1516,1684,0.52625
16360,2,"D90,D841",2,3200,0.8531058384430819,1427,1773,0.5540625
16937,2,"D96,D175",3,3200,0.8531058384430819,1350,1850,0.578125
18771,2,"D108,D361",2,3200,0.8531058384430819,1474,1726,0.539375
29007,2,"D462,D674",2,3200,0.8531058384430819,1521,1679,0.5246875
30007,2,"D611,D673",2,3200,0.8531058384430819,1505,1695,0.5296875
7009,2,"D35,D168",2,3199,0.8528392428685684,1426,1773,0.55423569865583
7346,2,"D36,D937",2,3199,0.8528392428685684,1479,1720,0.5376680212566427
10182,2,"D53,D740",2,3199,0.8528392428685684,1512,1687,0.5273522975929978
12199,2,"D64,D806",3,3199,0.8528392428685684,1553,1646,0.514535792435136
12919,2,"D68,D361",2,3199,0.8528392428685684,1493,1706,0.533291653641763
13134,2,"D69,D583",2,3199,0.8528392428685684,1441,1758,0.5495467333541731
14447,2,"D77,D626",2,3199,0.8528392428685684,1482,1717,0.5367302281963113
17618,2,"D102,D419",4,3199,0.8528392428685684,1466,1733,0.5417317911847452
21295,2,"D143,D168",2,3199,0.8528392428685684,1438,1761,0.5504845264145045
22851,2,"D161,D469",3,3199,0.8528392428685684,1531,1668,0.5214129415442326
30871,2,"D802,D937",2,3199,0.8528392428685684,1485,1714,0.53579243513598
7210,2,"D36,D143",3,3198,0.8525726472940549,1432,1766,0.5522201375859912
10131,2,"D53,D415",3,3198,0.8525726472940549,1446,1752,0.5478424015009381
16320,2,"D90,D583",2,3198,0.8525726472940549,1404,1794,0.5609756097560976
16420,2,"D91,D163",2,3198,0.8525726472940549,1373,1825,0.5706691682301438
16731,2,"D93,D109",2,3198,0.8525726472940549,1437,1761,0.550656660412758
16808,2,"D93,D227",2,3198,0.8525726472940549,1451,1747,0.5462789243277049
16810,2,"D93,D336",2,3198,0.8525726472940549,1470,1728,0.5403377110694184
17022,2,"D96,D688",3,3198,0.8525726472940549,1543,1655,0.5175109443402126
24005,2,"D175,D741",2,3198,0.8525726472940549,1365,1833,0.573170731707317
24609,2,"D187,D227",2,3198,0.8525726472940549,1500,1698,0.5309568480300187
27866,2,"D228,D674",2,3198,0.8525726472940549,1438,1760,0.5503439649781113
30075,2,"D621,D925",2,3198,0.8525726472940549,1466,1732,0.541588492808005
30488,2,"D673,D843",2,3198,0.8525726472940549,1407,1791,0.5600375234521576
350,2,"D1,D118",2,3197,0.8523060517195414,1416,1781,0.5570847669690334
490,2,"D1,D843",2,3197,0.8523060517195414,1390,1807,0.5652173913043478
7081,2,"D35,D608",3,3197,0.8523060517195414,1493,1704,0.5329996872067564
12207,2,"D64,D925",3,3197,0.8523060517195414,1545,1652,0.5167344385361277
14432,2,"D77,D583",2,3197,0.8523060517195414,1409,1788,0.559274319674695
18803,2,"D108,D611",2,3197,0.8523060517195414,1482,1715,0.5364404128870817
19469,2,"D118,D949",3,3197,0.8523060517195414,1429,1768,0.5530184548013762
21372,2,"D143,D611",2,3197,0.8523060517195414,1509,1688,0.5279949953081013
23453,2,"D166,D216",1,3197,0.8523060517195414,1494,1703,0.5326868939630904
28540,2,"D419,D673",2,3197,0.8523060517195414,1473,1724,0.539255552080075
30463,2,"D672,D937",2,3197,0.8523060517195414,1523,1674,0.5236158898967782
30528,2,"D674,D937",2,3197,0.8523060517195414,1521,1676,0.5242414763841101
30561,2,"D675,D949",3,3197,0.8523060517195414,1517,1680,0.5254926493587738
439,2,"D1,D462",2,3196,0.852039456145028,1477,1719,0.5378598247809763
1039,2,"D4,D96",3,3196,0.852039456145028,1427,1769,0.5535043804755945
8253,2,"D44,D90",3,3196,0.852039456145028,1441,1755,0.5491239048811014
11154,2,"D58,D419",2,3196,0.852039456145028,1471,1725,0.5397371714643304
12198,2,"D64,D802",3,3196,0.852039456145028,1523,1673,0.5234668335419274
12258,2,"D65,D118",2,3196,0.852039456145028,1424,1772,0.5544430538172715
12826,2,"D68,D92",3,3196,0.852039456145028,1435,1761,0.5510012515644556
12982,2,"D68,D841",2,3196,0.852039456145028,1443,1753,0.5484981226533167
16848,2,"D93,D626",2,3196,0.852039456145028,1495,1701,0.5322277847309136
24240,2,"D180,D802",2,3196,0.852039456145028,1394,1802,0.5638297872340425
24256,2,"D180,D949",3,3196,0.852039456145028,1395,1801,0.5635168961201502
28073,2,"D361,D504",2,3196,0.852039456145028,1485,1711,0.5353566958698373
29301,2,"D504,D611",2,3196,0.852039456145028,1496,1700,0.5319148936170213
7089,2,"D35,D626",2,3195,0.8517728605705145,1483,1712,0.5358372456964007
10137,2,"D53,D449",2,3195,0.8517728605705145,1379,1816,0.5683881064162755
10400,2,"D54,D843",2,3195,0.8517728605705145,1424,1771,0.554303599374022
14316,2,"D77,D91",3,3195,0.8517728605705145,1405,1790,0.5602503912363067
15546,2,"D86,D143",2,3195,0.8517728605705145,1423,1772,0.5546165884194053
16762,2,"D93,D164",2,3195,0.8517728605705145,1531,1664,0.5208137715179969
16799,2,"D93,D214",2,3195,0.8517728605705145,1531,1664,0.5208137715179969
20512,2,"D131,D228",3,3195,0.8517728605705145,1409,1786,0.5589984350547731
20941,2,"D137,D449",3,3195,0.8517728605705145,1367,1828,0.5721439749608763
23227,2,"D164,D469",2,3195,0.8517728605705145,1579,1616,0.5057902973395931
23674,2,"D168,D187",2,3195,0.8517728605705145,1484,1711,0.5355242566510172
27015,2,"D214,D469",2,3195,0.8517728605705145,1579,1616,0.5057902973395931
29021,2,"D462,D802",2,3195,0.8517728605705145,1492,1703,0.53302034428795
30051,2,"D621,D673",2,3195,0.8517728605705145,1450,1745,0.5461658841940532
31016,2,"D936,D949",3,3195,0.8517728605705145,1505,1690,0.5289514866979655
4610,2,"D20,D35",3,3194,0.851506264996001,1383,1811,0.5670006261740764
4913,2,"D22,D129",2,3194,0.851506264996001,1363,1831,0.5732623669380088
11646,2,"D62,D90",3,3194,0.851506264996001,1398,1796,0.5623043206011271
12075,2,"D64,D143",3,3194,0.851506264996001,1528,1666,0.5216030056355667
14224,2,"D76,D228",2,3194,0.851506264996001,1400,1794,0.5616781465247339
14464,2,"D77,D740",2,3194,0.851506264996001,1499,1695,0.5306825297432687
14470,2,"D77,D806",3,3194,0.851506264996001,1466,1728,0.5410144020037571
20443,2,"D130,D936",3,3194,0.851506264996001,1487,1707,0.534439574201628
21377,2,"D143,D626",2,3194,0.851506264996001,1498,1696,0.5309956167814652
